Image_Path,image_name,Mean_Hue,Std_Saturation,Avg_Intensity,Contrast,Correlation,Energy,Homogeneity
Cropped_Images/100 hr/pH8 Enzymatic/cropped_IMG07812.JPG,IMG07812.JPG,31.75245139475909,100.86501013534317,131.48631807752687,98.90485619990571,0.9860500986332215,0.19753836808412908,0.5329063702941085
Cropped_Images/100 hr/pH8 Enzymatic/cropped_IMG07813.JPG,IMG07813.JPG,31.714768747735782,100.7266343474639,132.784626252868,100.43040293040296,0.9861118625291627,0.19772458965471396,0.5383347303047666
Cropped_Images/100 hr/pH8 Enzymatic/cropped_IMG07811.JPG,IMG07811.JPG,31.405483148111795,101.66602914383705,129.78469252905208,100.17794751714237,0.985714713869967,0.1978583603345442,0.5310309596600393
Cropped_Images/100 hr/pH8 Enzymatic/cropped_IMG07810.JPG,IMG07810.JPG,32.30093007912436,101.29083801629001,136.52917681233714,87.23025613977569,0.9877882739693038,0.1970899663654933,0.5151509505156195
Cropped_Images/100 hr/pH8 Enzymatic/cropped_IMG07814.JPG,IMG07814.JPG,31.02760338838324,101.40753767760548,161.38073827359352,97.01362991709124,0.9900371655664366,0.19767024342645237,0.5010432058906223
Cropped_Images/100 hr/pH8 Enzymatic/cropped_IMG07815.JPG,IMG07815.JPG,30.80851346455742,102.26336959478672,160.38685303707283,101.05024359578813,0.9898574544747618,0.1975488191876296,0.5034138137915013
Cropped_Images/100 hr/pH5 Enzymatic/cropped_IMG07521.JPG,IMG07521.JPG,33.0944709150878,99.50815896525731,142.16560666966512,64.51055751759976,0.9913638599969088,0.19865916594299124,0.5045426258180055
Cropped_Images/100 hr/pH5 Enzymatic/cropped_IMG07523.JPG,IMG07523.JPG,33.1643141869996,99.45673082108621,137.54259803419927,86.69880111716854,0.9878692044849636,0.1965062285225516,0.5201908425809497
Cropped_Images/100 hr/pH5 Enzymatic/cropped_IMG07522.JPG,IMG07522.JPG,32.918931939757265,101.67194215970945,136.80554250264618,94.19011268629588,0.986928763489901,0.19887767848659055,0.5215026923338144
Cropped_Images/100 hr/pH5 Enzymatic/cropped_IMG07526.JPG,IMG07526.JPG,33.23942629610776,99.52843697725162,142.22687392317332,86.51225144307568,0.9882734296518582,0.19682321561238622,0.5069754454684998
Cropped_Images/100 hr/pH5 Enzymatic/cropped_IMG07525.JPG,IMG07525.JPG,33.41841608608745,99.43728370679973,141.06122401948417,91.65423844887295,0.9876468107834413,0.19745930425282127,0.5095626253640648
Cropped_Images/100 hr/pH5 Enzymatic/cropped_IMG07524.JPG,IMG07524.JPG,33.07334588527239,100.26810265164501,140.38964873807325,92.11265935832998,0.9875127794095977,0.19680089937776546,0.5151380435988654
Cropped_Images/100 hr/pH6 Hydrolytic/cropped_IMG07239.JPG,IMG07239.JPG,35.63025075377868,99.45651981732352,112.48662165204793,76.6644481521771,0.9857259137154591,0.1990431044685891,0.5786159931639403
Cropped_Images/100 hr/pH6 Hydrolytic/cropped_IMG07244.JPG,IMG07244.JPG,35.50774396929825,99.3049854188763,109.46803583795014,69.79325784274079,0.9867878666698593,0.1980834838695263,0.5453040352249533
Cropped_Images/100 hr/pH6 Hydrolytic/cropped_IMG07240.JPG,IMG07240.JPG,35.68229341793001,99.26349821462593,114.24163779366403,75.33377361482077,0.9857967226896474,0.1984389483386306,0.5525038365166403
Cropped_Images/100 hr/pH6 Hydrolytic/cropped_IMG07241.JPG,IMG07241.JPG,35.63963168699433,99.54988204992065,109.32642676005314,76.91275523156713,0.9843817072239538,0.2005018415072515,0.5820342919727546
Cropped_Images/100 hr/pH6 Hydrolytic/cropped_IMG07243.JPG,IMG07243.JPG,35.46564424586403,99.6400141526148,109.72444994565873,69.56493792236365,0.9866633995813732,0.1972999543232142,0.5493350749671605
Cropped_Images/100 hr/pH6 Hydrolytic/cropped_IMG07242.JPG,IMG07242.JPG,35.391854848448254,100.201574531839,113.38779495230045,75.96845706548676,0.9864292629464748,0.1994856264138023,0.5491765530729965
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07717.JPG,IMG07717.JPG,33.07403453689168,100.8074119914354,128.74504045405143,95.9058668504213,0.9854461506272111,0.1992530463388762,0.5449112168494985
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07716.JPG,IMG07716.JPG,32.883355874894335,100.77950095076174,128.38823692790726,94.6044645123853,0.9859655600597833,0.19795815476091097,0.5372076498204467
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07714.JPG,IMG07714.JPG,33.06887978871494,101.10395876059718,131.16290331038692,82.77147851194312,0.9877832733856636,0.19640848080741935,0.5422144981228021
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07715.JPG,IMG07715.JPG,32.52423341797476,100.88463834138888,127.92206616458911,92.2974584512874,0.9868140329790602,0.19730223187194243,0.5366669439402302
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07718.JPG,IMG07718.JPG,33.26340297065572,100.81165195231534,128.48759207825142,100.05910854821748,0.9853159612520228,0.1974398337225141,0.5247326302782492
Cropped_Images/100 hr/pH7 Enzymatic/cropped_IMG07719.JPG,IMG07719.JPG,17.574574008986964,121.45822066930795,62.22938114517062,44.418476249916424,0.9932993382898101,0.5564677771671336,0.7427623205470426
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07429.JPG,IMG07429.JPG,33.526782279162816,100.49512037107984,122.40395602493075,90.9598486818033,0.9857251808413322,0.19662746843200332,0.5271424044425355
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07428.JPG,IMG07428.JPG,33.20690156556893,101.16321008109324,123.71129459773842,93.6554239148591,0.9847261896304311,0.1972705562838345,0.5237902230022816
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07425.JPG,IMG07425.JPG,33.743141234488775,102.95810432308312,129.76203399562036,66.63177745400755,0.9901326398527056,0.19720500722104486,0.5206963866314074
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07430.JPG,IMG07430.JPG,33.45545273355457,100.02577076247412,123.4260278545288,87.94431353896063,0.9860174277066839,0.19692772898073085,0.5317641824899044
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07426.JPG,IMG07426.JPG,33.19876681238598,100.10277937518025,120.4560064927292,87.51875654597701,0.9863786487002408,0.19696898713572258,0.5573137304109489
Cropped_Images/100 hr/pH8 Hydrolytic/cropped_IMG07427.JPG,IMG07427.JPG,32.97803796044032,100.67864507910609,121.57275591456028,91.3171943792676,0.9864230428075822,0.1965861406812529,0.5271462659702817
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07621.JPG,IMG07621.JPG,33.92285897261736,100.70312264606238,131.9292558559258,93.12426963072338,0.9854047020405774,0.19931358079433553,0.5621820056301138
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07620.JPG,IMG07620.JPG,33.74068000543383,100.77023902187777,128.44158629121466,86.80991092287591,0.9859791345431502,0.19843241193489491,0.5449826865371343
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07622.JPG,IMG07622.JPG,34.111632530736955,100.35875271918867,133.62903186507415,89.104144256217,0.9869836338235918,0.19682629757771888,0.5282618411481491
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07623.JPG,IMG07623.JPG,34.34576293170961,100.45387983022245,135.67227024434177,88.77745641372417,0.9866820139376312,0.19758515648854877,0.5401871138954681
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07618.JPG,IMG07618.JPG,34.14038491924788,100.63371329405001,136.6452125698471,80.7111405638468,0.9888733422311657,0.19571672146337873,0.527290013888843
Cropped_Images/100 hr/pH6 Enzymatic/cropped_IMG07619.JPG,IMG07619.JPG,33.8513005675643,100.93406809210528,130.26534597270862,90.2003167349702,0.9863917397577623,0.19765693448052912,0.5358217853983585
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07329.JPG,IMG07329.JPG,33.76978032142444,100.52872314108416,126.84925887385825,68.47701193328473,0.989328641965954,0.19623234352125843,0.5312196372287992
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07332.JPG,IMG07332.JPG,33.651678791403675,101.17019153874638,120.31714927251578,88.55293864986756,0.9841296197749161,0.19698691031906174,0.5029730139055067
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07333.JPG,IMG07333.JPG,35.27145927977839,105.23804244480596,122.62096288088642,91.42852642670955,0.9874342308772671,0.19826993460580947,0.5350912828881906
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07331.JPG,IMG07331.JPG,35.24967670891886,105.6953088685931,131.34814146246734,93.57259828221511,0.9885976684443569,0.19693512734717794,0.5129968039825104
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07330.JPG,IMG07330.JPG,33.52789694947067,100.46635716827113,122.71550019392001,79.67923933649857,0.9870320696717478,0.19510558377344064,0.5151054637321749
Cropped_Images/100 hr/pH7 Hydrolytic/cropped_IMG07334.JPG,IMG07334.JPG,33.414079935570264,100.50307678668638,121.19465859030836,88.47868147399815,0.9847200120891603,0.19724271909692864,0.5230576875264787
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01549.JPG,IMG01549.JPG,32.16507471779088,100.62999556624874,103.17634603406968,68.20336076895596,0.9862120084538194,0.20046934196757216,0.5804770718603017
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01554.JPG,IMG01554.JPG,32.38916830342671,100.53206847197212,119.35488811235484,79.72638222731287,0.9857250826152093,0.19794957487048756,0.5515164051564775
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01553.JPG,IMG01553.JPG,32.08334163973021,100.22528239884619,120.8953536389138,80.11115862799743,0.9862103463909553,0.19774353489654353,0.5743317884844784
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01552.JPG,IMG01552.JPG,32.40941787292006,100.32582157907324,100.70674397884022,81.78593777362676,0.9832866717493993,0.20119057339926485,0.5912188599944483
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01550.JPG,IMG01550.JPG,31.921671492288375,100.13114151058487,96.99814471243043,80.21121249642376,0.9817065051990835,0.201772599048618,0.6009681826026123
Cropped_Images/5 hr/pH8 Enzymatic/cropped_IMG01551.JPG,IMG01551.JPG,34.68045490934582,106.40929376208224,104.74849531900067,81.26207618893395,0.9877849628345147,0.2025333856941124,0.5765837077993979
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01249.JPG,IMG01249.JPG,33.522290629244004,98.59001356351621,119.16664554096876,44.73711055219451,0.9914469713023683,0.19999690085668953,0.5335348601446013
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01251.JPG,IMG01251.JPG,33.57100345225498,101.03008755237099,113.9054831481118,64.58697491377885,0.9865258203969062,0.19984679015331405,0.5723407447304681
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01252.JPG,IMG01252.JPG,33.8985656899811,100.31061903101677,117.2037677221172,73.02580545962057,0.9859274973719128,0.19773704107414705,0.5466303378154579
Cropped_Images/5 hr/pH5 Enzymatic/cropped_IMG01254.JPG,IMG01254.JPG,33.372752914358266,99.93720186601912,116.89288410857186,62.24134602422632,0.9874842988308878,0.19984894369017905,0.5484950608714099
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00972.JPG,IMG00972.JPG,34.50165252438552,99.79767678548187,101.8691940065961,65.62196252407915,0.9872942462063061,0.2006938694505713,0.5785137789359519
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00967.JPG,IMG00967.JPG,35.14962906004813,99.76698495585423,102.68105809256649,76.25548998225244,0.9833403370358975,0.20191389736641485,0.5876676164664294
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00971.JPG,IMG00971.JPG,35.71386476496118,102.2328654968227,104.32374435142516,74.01813931116257,0.986849541349591,0.1996343823311075,0.5712822346166011
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00970.JPG,IMG00970.JPG,35.13199715147767,100.05835028320993,101.8499407338693,65.91831642535865,0.9861486411844521,0.20434014229226052,0.6104439392030381
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00969.JPG,IMG00969.JPG,35.37296320829971,100.39568242438858,102.37706128218166,77.54042963049444,0.9833362891517972,0.20085319367518065,0.5759752124451564
Cropped_Images/5 hr/pH6 Hydrolytic/cropped_IMG00968.JPG,IMG00968.JPG,35.6075024362362,100.59090696043528,101.42413115383894,79.00581578046368,0.981921659863403,0.2039558729088331,0.593114412467375
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01456.JPG,IMG01456.JPG,32.79085085983074,99.53781277035603,98.42616799806342,78.75464180583177,0.9816230640817182,0.2033304963146559,0.603230989916306
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01457.JPG,IMG01457.JPG,32.964859779074835,99.3807879641626,98.87369103993795,72.87023327045999,0.9830943210306118,0.20209073005659745,0.5951674254000195
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01455.JPG,IMG01455.JPG,32.75573141384368,99.4929741842884,99.7322373635971,73.62572255365251,0.9837218868012811,0.20289722055130838,0.5989658901130709
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01454.JPG,IMG01454.JPG,32.70452741020794,99.49659581093609,101.26758506616257,78.80704451908974,0.9835349192628189,0.2024989502825971,0.6133088540343858
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01453.JPG,IMG01453.JPG,32.7960834120983,99.95578534125701,98.02567107750473,73.48974428726878,0.9835685485409773,0.20135453159704897,0.5947547153131064
Cropped_Images/5 hr/pH7 Enzymatic/cropped_IMG01452.JPG,IMG01452.JPG,32.737992666850154,100.29243998938637,99.20897028021776,67.36755706030004,0.9839849786689542,0.20303211815504194,0.6157993750344812
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00959.JPG,IMG00959.JPG,33.97234724609646,99.44719005845548,94.66366489664782,64.26602491126232,0.9831579741025648,0.20515006334166414,0.621230749043614
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00958.JPG,IMG00958.JPG,34.18652494036627,99.65620796899294,95.0491918186365,63.37806319448457,0.9823211887405208,0.20607993277351552,0.5992407041109703
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00960.JPG,IMG00960.JPG,33.49300761808509,99.6061790129173,103.87577944737896,69.50288853890757,0.9876585104492266,0.1984754407217854,0.5681474546207141
Cropped_Images/5 hr/pH5 Hydrolytic/cropped_IMG00955.JPG,IMG00955.JPG,34.23742438563327,100.52527224861336,96.02984640831758,62.56766452192838,0.9838598548370121,0.20570033453395006,0.5944560295282245
